ax;ay;az;break_angle;break_length;break_y;des;end_speed;nasty;on_1b;on_2b;on_3b;pfx_x;pfx_z;pitch_type;px;pz;spin_dir;spin_rate;start_speed;sv_id;sz_bot;sz_top;type;type_confidence;vx0;vy0;vz0;x0;y0;z0;zone;url;num;count;away_team_runs;b;b_height;batter;atbat_des;event;event2;home_team_runs;o;p_throws;pitcher;s;score;stand;inning;top_inning;batter_name;pitcher_name
11.295;25.985;-36.452;-18.3;11.3;23.8;Ball;73.8;66;NA;NA;NA;8.17;-3.15;SL;0.115;1.545;69.255;1486.538;80.4;130424_210409;1.55;3.44;B;2.000;4.273;-117.875;-0.695;-2.792;50.0;5.26;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;43;0-0;NA;1;5-10;435062;Howie Kendrick strikes out swinging.  ;Strikeout;NA;NA;1;R;506433;3;NA;R;5;N;Howard Kendrick;Yu Darvish
-6.252;33.285;-12.985;15.7;3.2;23.7;Foul;86.3;46;NA;NA;NA;-3.27;9.98;FF;0.672;2.135;198.045;2119.868;94.5;130424_210426;1.5;3.51;S;2.000;9.441;-138.119;-5.696;-2.379;50.0;5.111;9;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;43;1-0;NA;1;5-10;435062;Howie Kendrick strikes out swinging.  ;Strikeout;NA;NA;1;R;506433;3;NA;R;5;N;Howard Kendrick;Yu Darvish
-5.672;31.781;-9.02;17.5;2.4;23.8;Swinging Strike;86.8;65;NA;NA;NA;-2.94;11.97;FF;0.969;1.539;193.763;2502.325;94.6;130424_210455;1.5;3.51;S;2.000;9.967;-138.21;-8.107;-2.307;50.0;5.121;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;43;1-1;NA;1;5-10;435062;Howie Kendrick strikes out swinging.  ;Strikeout;NA;NA;1;R;506433;3;NA;R;5;N;Howard Kendrick;Yu Darvish
15.26;29.171;-30.006;-28.1;9.0;23.8;Swinging Strike;79.0;62;NA;NA;NA;9.64;1.32;SL;0.929;1.194;98.086;1774.984;86.0;130424_210520;1.5;3.51;S;2.000;5.947;-125.98;-3.652;-2.726;50.0;5.127;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;43;1-2;NA;1;5-10;435062;Howie Kendrick strikes out swinging.  ;Strikeout;NA;NA;1;R;506433;3;NA;R;5;N;Howard Kendrick;Yu Darvish
13.424;25.929;-34.933;-22.2;10.9;23.8;Called Strike;74.7;68;NA;NA;NA;9.49;-2.0;SL;0.391;1.822;78.386;1670.086;81.2;130424_210559;1.51;2.98;S;2.000;4.505;-119.05;-0.271;-2.767;50.0;5.138;9;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;44;0-0;NA;2;6-1;430593;Brendan Harris strikes out swinging.  ;Strikeout;NA;NA;2;R;506433;3;NA;R;5;N;Brendan Harris;Yu Darvish
-5.752;29.411;-10.608;17.2;2.7;23.8;Ball;86.2;62;NA;NA;NA;-3.03;11.34;FF;0.872;1.58;194.932;2369.671;93.5;130424_210621;1.51;3.03;B;2.000;9.405;-136.649;-7.6;-2.216;50.0;5.121;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;44;0-1;NA;2;6-1;430593;Brendan Harris strikes out swinging.  ;Strikeout;NA;NA;2;R;506433;3;NA;R;5;N;Brendan Harris;Yu Darvish
16.129;26.263;-33.318;-27.4;10.4;23.8;Swinging Strike;76.6;24;NA;NA;NA;10.9;-0.82;SL;1.586;1.809;85.943;1929.609;83.0;130424_210645;1.5;3.19;S;2.000;6.67;-121.571;-0.998;-2.618;50.0;5.145;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;44;1-1;NA;2;6-1;430593;Brendan Harris strikes out swinging.  ;Strikeout;NA;NA;2;R;506433;3;NA;R;5;N;Brendan Harris;Yu Darvish
16.017;28.924;-27.474;-32.5;8.6;23.8;Ball;79.5;17;NA;NA;NA;10.1;2.92;SL;2.929;1.022;106.354;1921.752;86.3;130424_210724;1.55;2.98;B;2.000;10.607;-126.015;-4.219;-2.669;50.0;4.973;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;44;1-2;NA;2;6-1;430593;Brendan Harris strikes out swinging.  ;Strikeout;NA;NA;2;R;506433;3;NA;R;5;N;Brendan Harris;Yu Darvish
19.874;25.424;-29.993;-34.2;10.0;23.8;Foul;77.1;52;NA;NA;NA;13.27;1.41;SL;0.747;1.683;96.263;2377.225;83.3;130424_210759;1.5;3.19;S;2.000;4.406;-122.016;-1.874;-2.808;50.0;5.061;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;44;2-2;NA;2;6-1;430593;Brendan Harris strikes out swinging.  ;Strikeout;NA;NA;2;R;506433;3;NA;R;5;N;Brendan Harris;Yu Darvish
-8.733;30.972;-11.104;31.4;2.9;23.8;Swinging Strike;86.4;36;NA;NA;NA;-4.54;10.92;FF;-0.562;3.693;202.511;2399.972;94.2;130424_210829;1.5;3.19;S;2.000;7.588;-137.875;-1.812;-2.762;50.0;5.109;11;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;44;2-2;NA;2;6-1;430593;Brendan Harris strikes out swinging.  ;Strikeout;NA;NA;2;R;506433;3;NA;R;5;N;Brendan Harris;Yu Darvish
-8.006;34.797;-14.599;24.6;3.5;23.7;Swinging Strike;84.5;63;NA;NA;NA;-4.3;9.4;FF;-1.197;4.173;204.489;2048.936;93.3;130424_210900;1.5;3.41;S;2.000;5.088;-136.746;-0.208;-2.538;50.0;5.265;11;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;45;0-0;NA;4;6-0;455104;Chris Iannetta walks.  ;Walk;NA;NA;2;R;506433;2;NA;R;5;N;Chris Iannetta;Yu Darvish
-10.494;34.009;-12.714;30.7;3.4;23.7;Called Strike;87.3;33;NA;NA;NA;-5.34;9.86;FF;0.253;2.251;208.335;2292.670;95.7;130424_210915;1.74;3.3;S;2.000;8.875;-139.905;-5.815;-2.279;50.0;5.202;9;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;45;0-1;NA;4;6-0;455104;Chris Iannetta walks.  ;Walk;NA;NA;2;R;506433;2;NA;R;5;N;Chris Iannetta;Yu Darvish
-6.923;33.091;-12.067;19.7;2.9;23.7;Ball;86.0;67;NA;NA;NA;-3.63;10.5;FF;0.858;3.328;198.997;2238.165;94.2;130424_210933;1.6;3.25;B;2.000;9.835;-137.843;-3.288;-2.298;50.0;5.361;12;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;45;0-2;NA;4;6-0;455104;Chris Iannetta walks.  ;Walk;NA;NA;2;R;506433;2;NA;R;5;N;Chris Iannetta;Yu Darvish
5.225;17.987;-41.253;-8.6;19.6;23.8;Ball;58.3;19;NA;NA;NA;6.15;-10.78;CU;2.229;1.683;29.919;1633.384;63.6;130424_210955;1.37;3.07;B;2.000;6.054;-93.041;4.556;-1.905;50.0;5.446;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;45;1-2;NA;4;6-0;455104;Chris Iannetta walks.  ;Walk;NA;NA;2;R;506433;2;NA;R;5;N;Chris Iannetta;Yu Darvish
12.278;25.435;-31.045;-22.9;8.9;23.8;Ball;78.6;49;NA;NA;NA;7.88;0.68;SL;0.545;1.366;95.254;1440.443;84.8;130424_211013;1.64;3.16;B;2.000;5.785;-124.183;-2.57;-2.84;50.0;5.003;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;45;2-2;NA;4;6-0;455104;Chris Iannetta walks.  ;Walk;NA;NA;2;R;506433;2;NA;R;5;N;Chris Iannetta;Yu Darvish
13.502;26.044;-29.299;-26.6;9.2;23.8;Ball;75.9;48;NA;NA;NA;9.24;1.92;SL;1.072;2.09;102.021;1657.722;82.5;130424_211033;1.6;3.21;B;2.000;6.668;-120.814;-0.889;-2.935;50.0;5.064;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;45;3-2;NA;4;6-0;455104;Chris Iannetta walks.  ;Walk;NA;NA;2;R;506433;2;NA;R;5;N;Chris Iannetta;Yu Darvish
-4.947;33.763;-10.092;14.5;2.6;23.7;Foul;85.5;48;455104;NA;NA;-2.62;11.65;FF;0.136;1.98;192.626;2389.271;94.0;130424_211108;1.5;3.36;S;2.000;8.012;-137.407;-6.506;-2.492;50.0;5.082;8;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;46;0-0;NA;1;6-1;499864;Luis Jimenez strikes out swinging.  ;Strikeout;NA;NA;3;R;506433;3;NA;R;5;N;Luis Jimenez;Yu Darvish
-7.578;34.1;-10.862;21.5;2.8;23.7;Ball;85.7;54;455104;NA;NA;-3.99;11.19;FF;1.281;2.623;199.573;2382.338;94.3;130424_211134;1.5;3.07;B;2.000;11.656;-137.745;-4.722;-2.509;50.0;5.111;12;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;46;0-1;NA;1;6-1;499864;Luis Jimenez strikes out swinging.  ;Strikeout;NA;NA;3;R;506433;3;NA;R;5;N;Luis Jimenez;Yu Darvish
-8.919;32.701;-11.146;27.3;3.1;23.7;Called Strike;85.4;48;455104;NA;NA;-4.75;11.15;FF;0.707;2.053;202.983;2422.103;93.6;130424_211155;1.46;3.12;S;2.000;10.415;-136.814;-5.818;-2.548;50.0;4.985;6;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;46;1-1;NA;1;6-1;499864;Luis Jimenez strikes out swinging.  ;Strikeout;NA;NA;3;R;506433;3;NA;R;5;N;Luis Jimenez;Yu Darvish
-6.373;32.264;-9.308;21.7;2.4;23.8;Foul;87.0;42;455104;NA;NA;-3.28;11.72;FF;0.652;2.407;195.572;2480.280;95.0;130424_211221;1.5;3.36;S;2.000;9.283;-138.847;-5.804;-2.315;50.0;5.149;6;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;46;1-2;NA;1;6-1;499864;Luis Jimenez strikes out swinging.  ;Strikeout;NA;NA;3;R;506433;3;NA;R;5;N;Luis Jimenez;Yu Darvish
7.848;17.896;-40.564;-11.7;19.4;23.8;Swinging Strike;58.3;45;455104;NA;NA;9.21;-9.94;CU;0.614;1.589;43.087;1789.916;63.6;130424_211318;1.5;3.36;S;2.000;3.029;-93.117;4.388;-2.245;50.0;5.327;9;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;46;1-2;NA;1;6-1;499864;Luis Jimenez strikes out swinging.  ;Strikeout;NA;NA;3;R;506433;3;NA;R;5;N;Luis Jimenez;Yu Darvish
15.176;23.574;-34.002;-25.2;11.7;23.8;Swinging Strike;72.2;90;NA;NA;NA;11.59;-1.45;SL;1.287;1.482;83.131;1938.125;78.1;130424_212946;1.5;3.55;S;2.000;5.375;-114.421;-0.898;-2.607;50.0;5.248;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;53;0-0;NA;1;6-1;488721;Peter Bourjos strikes out swinging.  ;Strikeout;NA;NA;1;R;506433;3;NA;R;6;N;Peter Bourjos;Yu Darvish
12.649;26.433;-30.55;-24.0;9.0;23.8;Swinging Strike;78.2;31;NA;NA;NA;8.21;1.01;SL;1.334;1.125;97.316;1494.364;84.6;130424_213005;1.5;3.55;S;2.000;7.041;-123.809;-3.588;-2.621;50.0;5.17;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;53;0-1;NA;1;6-1;488721;Peter Bourjos strikes out swinging.  ;Strikeout;NA;NA;1;R;506433;3;NA;R;6;N;Peter Bourjos;Yu Darvish
3.059;27.824;-12.607;-18.1;3.2;23.8;Foul;85.8;53;NA;NA;NA;1.64;10.44;FC;0.546;1.883;171.116;2122.263;92.6;130424_213036;1.5;3.55;S;2.000;7.539;-135.385;-6.493;-2.48;50.0;5.184;9;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;53;0-2;NA;1;6-1;488721;Peter Bourjos strikes out swinging.  ;Strikeout;NA;NA;1;R;506433;3;NA;R;6;N;Peter Bourjos;Yu Darvish
-6.053;34.548;-10.067;20.7;2.7;23.7;Foul;85.0;29;NA;NA;NA;-3.23;11.76;FF;-0.367;2.496;195.311;2426.478;93.6;130424_213111;1.5;3.55;S;2.000;6.909;-137.042;-5.732;-2.519;50.0;5.324;4;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;53;0-2;NA;1;6-1;488721;Peter Bourjos strikes out swinging.  ;Strikeout;NA;NA;1;R;506433;3;NA;R;6;N;Peter Bourjos;Yu Darvish
12.594;26.726;-28.616;-26.1;8.7;23.8;Ball;78.4;17;NA;NA;NA;8.2;2.27;SL;2.533;0.748;105.776;1534.396;84.7;130424_213141;1.64;3.3;B;2.000;10.333;-123.738;-4.637;-2.776;50.0;5.069;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;53;0-2;NA;1;6-1;488721;Peter Bourjos strikes out swinging.  ;Strikeout;NA;NA;1;R;506433;3;NA;R;6;N;Peter Bourjos;Yu Darvish
13.123;28.858;-27.007;-28.1;8.3;23.7;Swinging Strike;77.1;45;NA;NA;NA;8.63;3.35;SL;1.124;2.296;111.492;1654.609;84.5;130424_213204;1.5;3.55;S;2.000;6.988;-123.662;-1.254;-2.878;50.0;5.114;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;53;1-2;NA;1;6-1;488721;Peter Bourjos strikes out swinging.  ;Strikeout;NA;NA;1;R;506433;3;NA;R;6;N;Peter Bourjos;Yu Darvish
13.188;25.13;-31.917;-23.4;10.3;23.7;Called Strike;72.8;87;NA;NA;NA;9.7;0.13;SL;-0.793;3.215;91.116;1639.105;79.6;130424_213241;1.6;3.3;S;2.000;2.047;-116.75;2.281;-2.944;50.0;5.262;11;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;54;0-0;NA;1;6-2;545361;Mike Trout called out on strikes.  ;Strikeout;NA;NA;2;R;506433;3;NA;R;6;N;Mike Trout;Yu Darvish
-0.618;28.708;-16.022;-4.9;3.9;23.8;Ball;84.5;59;NA;NA;NA;-0.34;8.86;FF;1.288;1.837;182.189;1752.053;91.6;130424_213259;1.74;3.39;B;2.000;10.204;-133.844;-5.432;-2.529;50.0;5.039;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;54;0-1;NA;1;6-2;545361;Mike Trout called out on strikes.  ;Strikeout;NA;NA;2;R;506433;3;NA;R;6;N;Mike Trout;Yu Darvish
1.208;29.558;-15.642;-9.5;3.9;23.8;Swinging Strike;82.4;28;NA;NA;NA;0.69;9.43;FC;0.144;2.426;175.823;1826.585;89.9;130424_213330;1.5;3.55;S;2.000;7.194;-131.657;-3.785;-2.72;50.0;5.05;5;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;54;1-1;NA;1;6-2;545361;Mike Trout called out on strikes.  ;Strikeout;NA;NA;2;R;506433;3;NA;R;6;N;Mike Trout;Yu Darvish
7.404;16.919;-41.893;-10.4;21.3;23.7;Called Strike;56.0;41;NA;NA;NA;9.36;-12.38;CU;-0.597;2.834;37.299;1972.731;61.5;130424_213356;1.42;3.21;S;2.000;0.748;-89.853;7.193;-2.233;50.0;5.563;1;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;54;1-2;NA;1;6-2;545361;Mike Trout called out on strikes.  ;Strikeout;NA;NA;2;R;506433;3;NA;R;6;N;Mike Trout;Yu Darvish
14.834;25.863;-30.493;-26.9;9.1;23.8;Called Strike;77.2;65;NA;NA;NA;9.77;1.06;SL;-0.451;2.577;96.465;1763.159;83.8;130424_213433;1.6;3.12;S;2.000;3.247;-122.84;0.195;-3.062;50.0;5.104;4;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;55;0-0;NA;1;6-3;405395;Albert Pujols singles on a ground ball to center fielder Craig Gentry.  ;Single;NA;NA;2;R;506433;1;NA;R;6;N;Albert Pujols;Yu Darvish
0.757;26.653;-15.186;-9.1;3.9;23.9;Ball;85.9;22;NA;NA;NA;0.41;9.18;FF;1.748;-0.677;177.450;1837.163;92.2;130424_213453;1.6;3.16;B;2.000;11.103;-134.285;-11.777;-2.478;50.0;4.821;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;55;0-1;NA;1;6-3;405395;Albert Pujols singles on a ground ball to center fielder Craig Gentry.  ;Single;NA;NA;2;R;506433;1;NA;R;6;N;Albert Pujols;Yu Darvish
0.492;27.061;-26.684;-3.7;6.4;23.8;In play, no out;82.1;29;NA;NA;NA;0.29;3.15;FC;-0.2;2.351;174.881;614.399;88.9;130424_213524;1.5;3.33;X;2.000;6.317;-130.155;-1.588;-2.694;50.0;4.988;5;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;55;1-1;NA;1;6-3;405395;Albert Pujols singles on a ground ball to center fielder Craig Gentry.  ;Single;NA;NA;2;R;506433;1;NA;R;6;N;Albert Pujols;Yu Darvish
-3.885;29.167;-17.808;4.1;4.4;23.8;Ball In Dirt;84.0;44;474233;NA;NA;-2.18;8.01;FF;1.85;0.735;195.131;1623.964;91.2;130424_213612;1.74;3.48;B;2.000;12.098;-132.95;-7.557;-2.481;50.0;4.912;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;56;0-0;NA;2;6-4;285078;Josh Hamilton strikes out swinging.  ;Strikeout;NA;NA;3;R;506433;3;NA;L;6;N;Josh Hamilton;Yu Darvish
16.417;25.929;-32.624;-27.8;10.8;23.7;Foul;73.4;20;474233;NA;NA;11.91;-0.38;SL;-0.058;2.891;88.430;2024.147;80.3;130424_213634;1.5;3.67;S;2.000;3.188;-117.711;1.875;-2.982;50.0;5.143;5;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;56;1-0;NA;2;6-4;285078;Josh Hamilton strikes out swinging.  ;Strikeout;NA;NA;3;R;506433;3;NA;L;6;N;Josh Hamilton;Yu Darvish
-6.228;35.428;-8.815;25.7;2.4;23.7;Ball;86.9;29;474233;NA;NA;-3.18;11.89;FF;-1.511;2.078;194.927;2505.942;95.6;130424_213703;1.78;3.66;B;2.000;4.868;-139.958;-6.468;-2.87;50.0;5.016;13;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;56;1-1;NA;2;6-4;285078;Josh Hamilton strikes out swinging.  ;Strikeout;NA;NA;3;R;506433;3;NA;L;6;N;Josh Hamilton;Yu Darvish
14.593;24.416;-31.286;-26.1;10.2;23.8;Foul;73.7;20;474233;NA;NA;10.57;0.59;SL;0.135;2.399;93.482;1806.957;80.1;130424_213722;1.5;3.67;S;2.000;3.799;-117.382;0.697;-2.883;50.0;5.036;5;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;56;2-1;NA;2;6-4;285078;Josh Hamilton strikes out swinging.  ;Strikeout;NA;NA;3;R;506433;3;NA;L;6;N;Josh Hamilton;Yu Darvish
14.317;26.089;-30.499;-26.1;9.3;23.8;Foul;76.3;27;474233;NA;NA;9.65;1.08;SL;-0.313;2.34;96.673;1719.412;83.0;130424_213750;1.5;3.67;S;2.000;3.35;-121.626;-0.123;-2.966;50.0;5.058;4;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;56;2-2;NA;2;6-4;285078;Josh Hamilton strikes out swinging.  ;Strikeout;NA;NA;3;R;506433;3;NA;L;6;N;Josh Hamilton;Yu Darvish
-17.974;33.48;-22.899;34.1;6.0;23.7;Swinging Strike;86.5;52;474233;NA;NA;-9.31;4.76;FT;-0.774;2.425;242.705;2115.700;94.8;130424_213814;1.5;3.67;S;2.000;8.765;-138.694;-2.628;-2.779;50.0;4.926;13;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_24/gid_2013_04_24_texmlb_anamlb_1/inning/inning_all.xml;56;2-2;NA;2;6-4;285078;Josh Hamilton strikes out swinging.  ;Strikeout;NA;NA;3;R;506433;3;NA;L;6;N;Josh Hamilton;Yu Darvish
-8.808;25.63;-12.501;26.5;3.6;23.9;Ball;85.3;53;NA;NA;NA;-4.81;10.7;FF;0.522;0.174;204.118;2338.791;91.7;130430_190752;1.35;3.03;B;2.000;8.334;-133.707;-11.312;-1.994;50.0;5.326;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_30/gid_2013_04_30_chamlb_texmlb_1/inning/inning_all.xml;1;0-0;NA;1;6-0;457477;Alejandro De Aza flies out to right fielder Nelson Cruz.  ;Flyout;NA;NA;1;R;506433;2;NA;L;1;Y;Alejandro De Aza;Yu Darvish
-6.445;26.599;-12.095;22.6;3.2;23.8;Foul;83.3;57;NA;NA;NA;-3.63;11.28;FF;-0.57;3.341;197.794;2317.947;90.1;130430_190812;1.5;3.26;S;2.000;5.781;-131.988;-3.262;-2.311;50.0;5.476;11;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_30/gid_2013_04_30_chamlb_texmlb_1/inning/inning_all.xml;1;1-0;NA;1;6-0;457477;Alejandro De Aza flies out to right fielder Nelson Cruz.  ;Flyout;NA;NA;1;R;506433;2;NA;L;1;Y;Alejandro De Aza;Yu Darvish
-0.442;22.485;-18.846;-2.2;4.6;23.9;Swinging Strike;84.6;41;NA;NA;NA;-0.25;7.42;FC;0.568;0.786;181.898;1471.687;90.0;130430_190841;1.5;3.26;S;2.000;7.75;-131.459;-8.079;-2.361;50.0;5.248;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_30/gid_2013_04_30_chamlb_texmlb_1/inning/inning_all.xml;1;1-1;NA;1;6-0;457477;Alejandro De Aza flies out to right fielder Nelson Cruz.  ;Flyout;NA;NA;1;R;506433;2;NA;L;1;Y;Alejandro De Aza;Yu Darvish
13.613;25.411;-30.544;-24.5;8.9;23.8;In play, out(s);78.2;29;NA;NA;NA;8.79;1.0;SL;-0.196;1.955;96.828;1605.658;84.5;130430_190906;1.5;3.26;X;2.000;3.07;-123.878;-2.163;-2.594;50.0;5.4;8;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_30/gid_2013_04_30_chamlb_texmlb_1/inning/inning_all.xml;1;1-2;NA;1;6-0;457477;Alejandro De Aza flies out to right fielder Nelson Cruz.  ;Flyout;NA;NA;1;R;506433;2;NA;L;1;Y;Alejandro De Aza;Yu Darvish
-8.324;27.603;-11.623;28.0;3.3;23.8;In play, no out;85.3;51;NA;NA;NA;-4.49;11.05;FF;-0.114;1.792;202.049;2385.068;92.2;130430_190947;1.5;3.44;X;2.000;6.778;-134.872;-7.468;-2.069;50.0;5.405;8;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_30/gid_2013_04_30_chamlb_texmlb_1/inning/inning_all.xml;2;0-0;NA;0;6-2;460022;Tyler Greene triples (1) on a fly ball to right fielder Nelson Cruz.  ;Triple;NA;NA;1;R;506433;0;NA;R;1;Y;Tyler Greene;Yu Darvish
2.897;24.115;-16.942;-13.4;4.4;23.9;Ball;83.2;60;NA;NA;460022;1.67;8.73;FC;1.291;1.163;169.233;1728.387;89.1;130430_191046;1.85;3.93;B;2.000;8.447;-130.147;-7.313;-2.197;50.0;5.265;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_30/gid_2013_04_30_chamlb_texmlb_1/inning/inning_all.xml;3;0-0;1;1;6-5;425567;Alex Rios singles on a line drive to left fielder Jeff Baker.   Tyler Greene scores.  ;Single;NA;0;1;R;506433;0;T;R;1;Y;Alex Rios;Yu Darvish
-14.194;26.4;-16.288;36.6;4.6;23.8;In play, run(s);86.2;52;NA;NA;460022;-7.52;8.38;FT;-0.513;2.195;221.779;2277.366;92.7;130430_191109;1.5;3.99;X;2.000;7.183;-135.712;-5.204;-2.202;50.0;5.251;7;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_30/gid_2013_04_30_chamlb_texmlb_1/inning/inning_all.xml;3;1-0;1;1;6-5;425567;Alex Rios singles on a line drive to left fielder Jeff Baker.   Tyler Greene scores.  ;Single;NA;0;1;R;506433;0;T;R;1;Y;Alex Rios;Yu Darvish
14.593;21.993;-30.842;-26.0;9.8;23.9;Called Strike;75.6;75;425567;NA;NA;10.17;0.88;SL;0.52;2.105;95.215;1789.185;81.1;130430_191158;1.88;3.46;S;2.000;3.829;-118.821;-1.17;-2.432;50.0;5.397;9;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_30/gid_2013_04_30_chamlb_texmlb_1/inning/inning_all.xml;4;0-0;NA;2;6-6;276055;Adam Dunn strikes out swinging.  ;Strikeout;NA;NA;2;R;506433;3;NA;L;1;Y;Adam Dunn;Yu Darvish
16.882;24.774;-31.972;-28.5;9.9;23.8;Called Strike;76.8;18;425567;NA;NA;11.3;0.09;SL;0.032;2.441;90.686;2012.179;83.0;130430_191220;1.77;3.56;S;2.000;2.899;-121.728;-0.413;-2.643;50.0;5.39;5;http://gd2.mlb.com/components/game/mlb/year_2013/month_04/day_30/gid_2013_04_30_chamlb_texmlb_1/inning/inning_all.xml;4;0-1;NA;2;6-6;276055;Adam Dunn strikes out swinging.  ;Strikeout;NA;NA;2;R;506433;3;NA;L;1;Y;Adam Dunn;Yu Darvish
