ax;ay;az;break_angle;break_length;break_y;des;end_speed;nasty;on_1b;on_2b;on_3b;pfx_x;pfx_z;pitch_type;px;pz;spin_dir;spin_rate;start_speed;sv_id;sz_bot;sz_top;type;type_confidence;vx0;vy0;vz0;x0;y0;z0;zone;url;num;count;away_team_runs;b;b_height;batter;atbat_des;event;event2;home_team_runs;o;p_throws;pitcher;s;score;stand;inning;top_inning;batter_name;pitcher_name
15.955;24.983;-31.286;-28.6;10.6;23.8;Ball;72.7;NA;NA;NA;NA;11.84;0.6;SL;1.101;3.105;93.186;1993.915;79.3;130304_133137;1.2;3.01;B;.866;4.699;-116.269;1.684;-2.494;50.0;5.375;12;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_04/gid_2013_03_04_sdnmlb_texmlb_1/inning/inning_all.xml;11;3-2;NA;4;5-10;576397;Jedd Gyorko walks.  ;Walk;NA;NA;0;R;506433;2;NA;R;2;Y;Jedd Gyorko;Yu Darvish
-7.408;30.739;-11.048;27.3;2.8;23.8;Swinging Strike;85.7;NA;576397;NA;NA;-3.92;11.13;FF;-0.206;3.665;199.322;2373.636;93.4;130304_133216;1.5;3.67;S;.923;6.224;-136.832;-2.836;-2.003;50.0;5.474;2;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_04/gid_2013_03_04_sdnmlb_texmlb_1/inning/inning_all.xml;12;0-0;NA;1;6-6;452035;Kyle Blanks called out on strikes.  ;Strikeout;NA;NA;1;R;506433;3;NA;R;2;Y;Kyle Blanks;Yu Darvish
-6.471;28.334;-13.865;19.7;3.3;23.8;Foul;86.2;NA;576397;NA;NA;-3.41;9.61;FF;-0.498;2.866;199.464;2063.850;93.2;130304_133236;1.5;3.67;S;.924;5.944;-136.505;-4.185;-2.254;50.0;5.364;4;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_04/gid_2013_03_04_sdnmlb_texmlb_1/inning/inning_all.xml;12;0-1;NA;1;6-6;452035;Kyle Blanks called out on strikes.  ;Strikeout;NA;NA;1;R;506433;3;NA;R;2;Y;Kyle Blanks;Yu Darvish
-5.727;32.443;-10.583;18.9;2.5;23.7;Ball;86.6;NA;576397;NA;NA;-2.96;11.12;FF;0.636;4.003;194.854;2337.951;94.7;130304_133304;1.68;3.63;B;.929;8.333;-138.613;-1.974;-2.032;50.0;5.435;12;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_04/gid_2013_03_04_sdnmlb_texmlb_1/inning/inning_all.xml;12;0-2;NA;1;6-6;452035;Kyle Blanks called out on strikes.  ;Strikeout;NA;NA;1;R;506433;3;NA;R;2;Y;Kyle Blanks;Yu Darvish
13.911;25.759;-33.781;-23.2;10.4;23.8;Called Strike;74.8;NA;576397;NA;NA;9.74;-1.18;SL;-0.193;2.946;83.410;1699.462;81.5;130304_133331;1.63;3.69;S;.865;2.289;-119.544;1.362;-2.43;50.0;5.43;5;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_04/gid_2013_03_04_sdnmlb_texmlb_1/inning/inning_all.xml;12;1-2;NA;1;6-6;452035;Kyle Blanks called out on strikes.  ;Strikeout;NA;NA;1;R;506433;3;NA;R;2;Y;Kyle Blanks;Yu Darvish
11.689;24.636;-33.304;-19.8;10.5;23.8;Called Strike;73.1;NA;576397;NA;NA;8.57;-0.88;SL;-0.858;2.437;84.478;1458.894;79.6;130304_133426;1.5;3.53;S;.867;1.494;-116.782;0.477;-2.621;50.0;5.395;13;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_04/gid_2013_03_04_sdnmlb_texmlb_1/inning/inning_all.xml;13;0-0;NA;0;6-2;285068;Cody Ransom grounds into a double play, third baseman Adrian Beltre to second baseman Ian Kinsler to first baseman Mitch Moreland.   Jedd Gyorko out at 2nd.  ;Grounded Into DP;NA;NA;3;R;506433;1;NA;R;2;Y;Cody Ransom;Yu Darvish
-5.243;29.048;-11.227;19.5;2.8;23.8;In play, out(s);84.9;NA;576397;NA;NA;-2.83;11.27;FF;-0.722;3.265;194.051;2317.979;92.2;130304_133446;1.5;3.45;X;.919;4.818;-135.148;-3.393;-2.159;50.0;5.324;11;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_04/gid_2013_03_04_sdnmlb_texmlb_1/inning/inning_all.xml;13;0-1;NA;0;6-2;285068;Cody Ransom grounds into a double play, third baseman Adrian Beltre to second baseman Ian Kinsler to first baseman Mitch Moreland.   Jedd Gyorko out at 2nd.  ;Grounded Into DP;NA;NA;3;R;506433;1;NA;R;2;Y;Cody Ransom;Yu Darvish
-3.869;27.066;-14.135;11.9;3.6;23.8;Called Strike;83.2;NA;NA;NA;NA;-2.19;10.15;FF;-1.128;2.388;192.104;2028.314;90.1;130304_134338;1.34;3.16;S;.877;3.423;-131.961;-5.152;-2.156;50.0;5.401;11;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_04/gid_2013_03_04_sdnmlb_texmlb_1/inning/inning_all.xml;17;0-0;NA;2;5-10;543094;Jaff Decker strikes out swinging.  ;Strikeout;NA;NA;1;R;506433;3;NA;L;3;Y;Jaff Decker;Yu Darvish
7.846;16.498;-40.307;-11.6;18.2;23.8;Ball;60.4;NA;NA;NA;NA;8.66;-9.05;CU;0.478;1.82;43.970;1720.880;65.0;130304_134354;1.32;3.09;B;.906;2.344;-95.27;3.574;-1.897;50.0;5.671;9;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_04/gid_2013_03_04_sdnmlb_texmlb_1/inning/inning_all.xml;17;0-1;NA;2;5-10;543094;Jaff Decker strikes out swinging.  ;Strikeout;NA;NA;1;R;506433;3;NA;L;3;Y;Jaff Decker;Yu Darvish
-2.017;22.635;-16.383;2.8;4.1;23.9;Foul;82.6;NA;NA;NA;NA;-1.17;9.13;FF;0.451;2.126;187.277;1786.411;88.3;130304_134411;1.5;3.37;S;.863;7.044;-129.284;-4.953;-2.137;50.0;5.293;6;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_04/gid_2013_03_04_sdnmlb_texmlb_1/inning/inning_all.xml;17;1-1;NA;2;5-10;543094;Jaff Decker strikes out swinging.  ;Strikeout;NA;NA;1;R;506433;3;NA;L;3;Y;Jaff Decker;Yu Darvish
11.178;23.281;-30.555;-21.4;9.2;23.9;Ball;76.4;NA;NA;NA;NA;7.64;1.06;SL;1.168;1.509;98.241;1362.859;82.1;130304_134449;1.44;3.23;B;.868;6.081;-120.233;-2.525;-2.386;50.0;5.284;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_04/gid_2013_03_04_sdnmlb_texmlb_1/inning/inning_all.xml;17;1-2;NA;2;5-10;543094;Jaff Decker strikes out swinging.  ;Strikeout;NA;NA;1;R;506433;3;NA;L;3;Y;Jaff Decker;Yu Darvish
-0.44;22.303;-17.295;-2.2;4.1;23.9;Swinging Strike;82.5;NA;NA;NA;NA;-0.26;8.6;FF;0.319;3.74;181.692;1671.048;88.2;130304_134511;1.5;3.37;S;.891;6.679;-129.234;-0.775;-2.246;50.0;5.35;12;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_04/gid_2013_03_04_sdnmlb_texmlb_1/inning/inning_all.xml;17;2-2;NA;2;5-10;543094;Jaff Decker strikes out swinging.  ;Strikeout;NA;NA;1;R;506433;3;NA;L;3;Y;Jaff Decker;Yu Darvish
6.246;15.971;-41.092;-9.2;19.8;23.8;Ball;58.3;NA;NA;NA;NA;7.41;-10.68;CU;0.456;1.44;35.006;1716.129;62.8;130304_134546;1.43;3.34;B;.906;2.776;-92.043;3.988;-2.044;50.0;5.547;9;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_04/gid_2013_03_04_sdnmlb_texmlb_1/inning/inning_all.xml;18;0-0;NA;2;6-1;434633;John Baker pops out to third baseman Adrian Beltre.  ;Pop Out;NA;NA;2;R;506433;2;NA;L;3;Y;John Baker;Yu Darvish
-6.824;31.882;-9.803;27.2;2.7;23.7;Called Strike;84.7;NA;NA;NA;NA;-3.68;12.03;FF;-0.954;2.702;196.962;2498.662;92.7;130304_134601;1.39;3.31;S;.903;5.141;-135.8;-5.029;-2.4;50.0;5.27;11;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_04/gid_2013_03_04_sdnmlb_texmlb_1/inning/inning_all.xml;18;1-0;NA;2;6-1;434633;John Baker pops out to third baseman Adrian Beltre.  ;Pop Out;NA;NA;2;R;506433;2;NA;L;3;Y;John Baker;Yu Darvish
0.019;24.034;-22.551;-2.2;5.3;23.9;Called Strike;83.4;NA;NA;NA;NA;0.01;5.43;FC;-0.39;2.105;179.889;1066.777;89.3;130304_134622;1.41;3.33;S;.578;5.04;-130.87;-3.656;-2.331;50.0;5.182;4;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_04/gid_2013_03_04_sdnmlb_texmlb_1/inning/inning_all.xml;18;1-1;NA;2;6-1;434633;John Baker pops out to third baseman Adrian Beltre.  ;Pop Out;NA;NA;2;R;506433;2;NA;L;3;Y;John Baker;Yu Darvish
-13.12;20.954;-29.878;21.2;8.6;23.9;Ball;78.8;NA;NA;NA;NA;-8.47;1.43;FS;-0.087;0.157;260.074;1574.128;84.0;130304_134642;1.46;3.36;B;.977;7.691;-122.757;-5.967;-2.138;50.0;5.117;13;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_04/gid_2013_03_04_sdnmlb_texmlb_1/inning/inning_all.xml;18;1-2;NA;2;6-1;434633;John Baker pops out to third baseman Adrian Beltre.  ;Pop Out;NA;NA;2;R;506433;2;NA;L;3;Y;John Baker;Yu Darvish
13.188;23.446;-34.919;-21.3;10.7;23.8;In play, out(s);75.2;NA;NA;NA;NA;9.25;-1.98;SL;-0.106;1.731;78.242;1644.520;81.0;130304_134709;1.5;3.27;X;.865;2.832;-118.837;-0.793;-2.516;50.0;5.25;8;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_04/gid_2013_03_04_sdnmlb_texmlb_1/inning/inning_all.xml;18;2-2;NA;2;6-1;434633;John Baker pops out to third baseman Adrian Beltre.  ;Pop Out;NA;NA;2;R;506433;2;NA;L;3;Y;John Baker;Yu Darvish
8.435;17.63;-41.489;-12.3;18.9;23.8;Called Strike;59.5;NA;NA;NA;NA;9.46;-10.53;CU;0.491;2.958;42.161;1920.726;64.9;130304_134758;1.15;2.93;S;.906;2.521;-94.919;6.107;-2.091;50.0;5.69;12;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_04/gid_2013_03_04_sdnmlb_texmlb_1/inning/inning_all.xml;19;0-0;NA;0;5-8;506560;Alexi Amarista flies out to left fielder David Murphy.  ;Flyout;NA;NA;3;R;506433;1;NA;L;3;Y;Alexi Amarista;Yu Darvish
7.389;15.919;-40.708;-10.7;19.6;23.8;In play, out(s);58.1;NA;NA;NA;NA;8.78;-10.23;CU;-0.376;1.98;40.886;1780.409;62.8;130304_134818;1.5;3.02;X;.906;1.187;-91.984;4.809;-2.172;50.0;5.577;7;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_04/gid_2013_03_04_sdnmlb_texmlb_1/inning/inning_all.xml;19;0-1;NA;0;5-8;506560;Alexi Amarista flies out to left fielder David Murphy.  ;Flyout;NA;NA;3;R;506433;1;NA;L;3;Y;Alexi Amarista;Yu Darvish
-6.187;27.101;-13.127;20.4;3.4;23.8;Ball;83.0;NA;NA;NA;NA;-3.51;10.75;FF;-0.497;3.515;197.994;2204.593;90.0;130311_130430;1.5;3.46;B;.895;5.479;-131.79;-2.664;-2.144;50.0;5.504;11;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_11/gid_2013_03_11_sfnmlb_texmlb_1/inning/inning_all.xml;1;0-0;NA;2;5-10;400083;Andres Torres flies out to right fielder Mike Olt.  ;Flyout;NA;NA;1;R;506433;1;NA;L;1;Y;Andres Torres;Yu Darvish
0.747;27.332;-19.105;-6.1;4.7;23.8;Swinging Strike;83.4;NA;NA;NA;NA;0.42;7.36;FC;0.839;1.745;176.730;1440.082;90.1;130311_130447;1.5;3.31;S;.903;7.328;-131.876;-5.681;-2.027;50.0;5.331;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_11/gid_2013_03_11_sfnmlb_texmlb_1/inning/inning_all.xml;1;1-0;NA;2;5-10;400083;Andres Torres flies out to right fielder Mike Olt.  ;Flyout;NA;NA;1;R;506433;1;NA;L;1;Y;Andres Torres;Yu Darvish
-2.193;26.458;-17.717;4.4;4.0;23.8;Ball;84.0;NA;NA;NA;NA;-1.22;7.97;FF;-0.776;3.717;188.624;1595.234;90.7;130311_130505;1.61;3.47;B;.938;4.217;-132.983;-1.067;-2.22;50.0;5.399;11;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_11/gid_2013_03_11_sfnmlb_texmlb_1/inning/inning_all.xml;1;1-1;NA;2;5-10;400083;Andres Torres flies out to right fielder Mike Olt.  ;Flyout;NA;NA;1;R;506433;1;NA;L;1;Y;Andres Torres;Yu Darvish
-9.468;28.12;-13.639;29.5;3.5;23.8;In play, out(s);85.9;NA;NA;NA;NA;-5.02;9.78;FF;-0.142;3.316;207.057;2218.995;92.9;130311_130527;1.5;3.31;X;.874;6.823;-136.077;-3.059;-2.023;50.0;5.392;11;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_11/gid_2013_03_11_sfnmlb_texmlb_1/inning/inning_all.xml;1;2-1;NA;2;5-10;400083;Andres Torres flies out to right fielder Mike Olt.  ;Flyout;NA;NA;1;R;506433;1;NA;L;1;Y;Andres Torres;Yu Darvish
-6.488;30.275;-8.634;30.6;2.4;23.8;Ball;86.3;NA;NA;NA;NA;-3.39;12.25;FF;-1.148;3.0;195.407;2576.931;93.8;130311_130608;1.5;3.4;B;.906;3.454;-137.469;-4.964;-1.98;50.0;5.414;11;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_11/gid_2013_03_11_sfnmlb_texmlb_1/inning/inning_all.xml;2;0-0;NA;1;5-9;473234;Tony Abreu grounds out, first baseman Mitch Moreland to pitcher Yu Darvish.  ;Groundout;NA;NA;2;R;506433;0;NA;L;1;Y;Tony Abreu;Yu Darvish
-3.068;23.857;-19.407;6.8;4.5;23.9;In play, out(s);85.2;NA;NA;NA;NA;-1.67;6.92;FF;-0.893;1.897;193.511;1428.347;91.0;130311_130623;1.5;3.4;X;.914;3.918;-133.367;-5.09;-2.153;50.0;5.195;13;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_11/gid_2013_03_11_sfnmlb_texmlb_1/inning/inning_all.xml;2;1-0;NA;1;5-9;473234;Tony Abreu grounds out, first baseman Mitch Moreland to pitcher Yu Darvish.  ;Groundout;NA;NA;2;R;506433;0;NA;L;1;Y;Tony Abreu;Yu Darvish
-3.255;24.381;-15.665;7.0;3.6;23.9;In play, out(s);85.2;NA;NA;NA;NA;-1.77;8.93;FF;0.393;3.051;191.152;1825.801;91.3;130311_130710;1.5;3.51;X;.955;7.186;-133.706;-3.314;-2.08;50.0;5.407;3;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_11/gid_2013_03_11_sfnmlb_texmlb_1/inning/inning_all.xml;3;0-0;NA;0;6-4;452254;Hunter Pence flies out to right fielder Mike Olt.  ;Flyout;NA;NA;3;R;506433;0;NA;R;1;Y;Hunter Pence;Yu Darvish
-10.095;26.346;-13.343;30.5;3.8;23.8;Called Strike;83.3;NA;NA;NA;NA;-5.71;10.61;FF;0.777;2.992;208.194;2352.895;90.1;130311_132426;1.5;3.6;S;.580;8.736;-131.743;-4.381;-1.831;50.0;5.653;12;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_11/gid_2013_03_11_sfnmlb_texmlb_1/inning/inning_all.xml;9;0-0;NA;0;6-1;457763;Buster Posey strikes out swinging.  ;Strikeout;NA;NA;1;R;506433;3;NA;R;2;Y;Buster Posey;Yu Darvish
9.632;25.351;-30.417;-18.8;8.9;23.8;Called Strike;75.4;NA;NA;NA;NA;6.62;1.16;SL;-0.0080;3.489;100.338;1179.405;82.2;130311_132442;1.5;3.49;S;.870;3.332;-120.438;1.23;-2.273;50.0;5.68;2;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_11/gid_2013_03_11_sfnmlb_texmlb_1/inning/inning_all.xml;9;0-1;NA;0;6-1;457763;Buster Posey strikes out swinging.  ;Strikeout;NA;NA;1;R;506433;3;NA;R;2;Y;Buster Posey;Yu Darvish
9.07;25.409;-27.948;-19.5;8.0;23.8;Swinging Strike;78.8;NA;NA;NA;NA;5.81;2.66;SL;1.165;0.849;114.983;1168.139;84.9;130311_132504;1.5;3.49;S;.874;6.757;-124.273;-5.348;-2.346;50.0;5.356;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_11/gid_2013_03_11_sfnmlb_texmlb_1/inning/inning_all.xml;9;0-2;NA;0;6-1;457763;Buster Posey strikes out swinging.  ;Strikeout;NA;NA;1;R;506433;3;NA;R;2;Y;Buster Posey;Yu Darvish
-1.511;27.975;-19.747;.9;4.6;23.8;In play, no out;84.5;NA;NA;NA;NA;-0.83;6.8;FF;0.057;2.279;186.931;1357.830;91.3;130311_132542;1.5;3.17;X;.926;5.934;-133.755;-4.448;-2.08;50.0;5.373;5;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_11/gid_2013_03_11_sfnmlb_texmlb_1/inning/inning_all.xml;10;0-0;NA;0;6-5;474832;Brandon Belt singles on a sharp line drive to right fielder Mike Olt.  ;Single;NA;NA;1;R;506433;0;NA;L;2;Y;Brandon Belt;Yu Darvish
-8.143;31.64;-9.185;30.9;2.9;23.8;Ball;85.0;NA;474832;NA;NA;-4.38;12.34;FF;-0.178;1.375;199.503;2603.819;92.9;130311_132627;1.35;3.17;B;.889;6.284;-135.887;-8.779;-1.958;50.0;5.298;8;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_11/gid_2013_03_11_sfnmlb_texmlb_1/inning/inning_all.xml;11;0-0;NA;1;6-2;543063;Brandon Crawford strikes out swinging.  ;Strikeout;NA;NA;2;R;506433;3;NA;L;2;Y;Brandon Crawford;Yu Darvish
-8.79;31.641;-7.65;36.3;2.5;23.7;Foul;85.3;NA;474832;NA;NA;-4.69;13.05;FF;0.521;2.211;199.717;2770.858;93.3;130311_132651;1.5;3.17;S;.894;8.772;-136.403;-6.907;-2.135;50.0;5.312;6;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_11/gid_2013_03_11_sfnmlb_texmlb_1/inning/inning_all.xml;11;1-0;NA;1;6-2;543063;Brandon Crawford strikes out swinging.  ;Strikeout;NA;NA;2;R;506433;3;NA;L;2;Y;Brandon Crawford;Yu Darvish
-1.502;28.141;-17.186;-.2;4.2;23.8;Swinging Strike;83.3;NA;474832;NA;NA;-0.85;8.43;FF;0.719;1.907;185.721;1653.569;90.3;130311_132720;1.5;3.17;S;.920;7.646;-132.158;-5.509;-2.101;50.0;5.281;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_11/gid_2013_03_11_sfnmlb_texmlb_1/inning/inning_all.xml;11;1-1;NA;1;6-2;543063;Brandon Crawford strikes out swinging.  ;Strikeout;NA;NA;2;R;506433;3;NA;L;2;Y;Brandon Crawford;Yu Darvish
11.506;26.523;-31.842;-20.9;8.9;23.8;Swinging Strike;79.1;NA;474832;NA;NA;7.29;0.16;SL;0.647;1.501;91.653;1333.742;85.5;130311_132759;1.5;3.17;S;.868;4.926;-125.209;-3.053;-2.296;50.0;5.356;9;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_11/gid_2013_03_11_sfnmlb_texmlb_1/inning/inning_all.xml;11;1-2;NA;1;6-2;543063;Brandon Crawford strikes out swinging.  ;Strikeout;NA;NA;2;R;506433;3;NA;L;2;Y;Brandon Crawford;Yu Darvish
-3.486;24.986;-17.425;5.6;4.4;23.9;Ball;82.9;NA;474832;NA;NA;-2.01;8.47;FF;1.197;0.782;193.296;1689.006;89.1;130311_132834;1.5;3.5;B;.868;9.1;-130.178;-7.976;-2.069;50.0;5.183;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_11/gid_2013_03_11_sfnmlb_texmlb_1/inning/inning_all.xml;12;0-0;NA;2;6-1;435078;Joaquin Arias grounds out softly to first baseman Mitch Moreland.  ;Groundout;NA;NA;3;R;506433;2;NA;R;2;Y;Joaquin Arias;Yu Darvish
12.763;23.621;-33.326;-21.5;10.1;23.8;Called Strike;75.1;NA;474832;NA;NA;8.9;-0.86;SL;-0.655;2.832;84.842;1560.026;81.3;130311_132854;1.5;3.5;S;.866;1.656;-119.175;1.009;-2.516;50.0;5.421;4;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_11/gid_2013_03_11_sfnmlb_texmlb_1/inning/inning_all.xml;12;1-0;NA;2;6-1;435078;Joaquin Arias grounds out softly to first baseman Mitch Moreland.  ;Groundout;NA;NA;3;R;506433;2;NA;R;2;Y;Joaquin Arias;Yu Darvish
-7.13;30.968;-9.371;24.5;2.6;23.8;Ball;86.4;NA;474832;NA;NA;-3.73;11.9;FF;0.896;1.559;197.362;2521.967;94.1;130311_132914;1.5;3.5;B;.902;9.155;-137.439;-8.291;-1.996;50.0;5.254;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_11/gid_2013_03_11_sfnmlb_texmlb_1/inning/inning_all.xml;12;1-1;NA;2;6-1;435078;Joaquin Arias grounds out softly to first baseman Mitch Moreland.  ;Groundout;NA;NA;3;R;506433;2;NA;R;2;Y;Joaquin Arias;Yu Darvish
-9.303;32.845;-14.497;27.3;3.8;23.7;Foul;84.6;NA;474832;NA;NA;-5.02;9.5;FF;-0.573;3.083;207.755;2131.176;92.8;130311_132936;1.5;3.5;S;.884;6.044;-135.982;-3.231;-2.184;50.0;5.307;1;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_11/gid_2013_03_11_sfnmlb_texmlb_1/inning/inning_all.xml;12;2-1;NA;2;6-1;435078;Joaquin Arias grounds out softly to first baseman Mitch Moreland.  ;Groundout;NA;NA;3;R;506433;2;NA;R;2;Y;Joaquin Arias;Yu Darvish
12.08;27.628;-30.562;-23.6;8.9;23.8;In play, out(s);77.3;NA;474832;NA;NA;7.93;1.01;SL;1.007;2.836;97.601;1431.934;84.3;130311_133020;1.5;3.5;X;.867;6.157;-123.475;0.073;-2.56;50.0;5.406;12;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_11/gid_2013_03_11_sfnmlb_texmlb_1/inning/inning_all.xml;12;2-2;NA;2;6-1;435078;Joaquin Arias grounds out softly to first baseman Mitch Moreland.  ;Groundout;NA;NA;3;R;506433;2;NA;R;2;Y;Joaquin Arias;Yu Darvish
-4.779;28.456;-11.697;14.9;3.0;23.8;Foul;83.7;NA;NA;NA;NA;-2.66;11.36;FF;0.387;2.959;193.135;2290.963;91.0;130311_134211;1.5;3.4;S;.907;6.714;-133.158;-4.795;-1.82;50.0;5.628;3;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_11/gid_2013_03_11_sfnmlb_texmlb_1/inning/inning_all.xml;17;0-0;NA;0;6-0;501317;Francisco Peguero strikes out swinging.  ;Strikeout;NA;NA;1;R;506433;3;NA;R;3;Y;Francisco Peguero;Yu Darvish
-9.21;23.177;-20.202;20.5;6.3;23.8;Swinging Strike;75.9;NA;NA;NA;NA;-6.29;8.12;FS;0.27;1.405;217.570;1822.646;82.2;130311_134232;1.5;3.4;S;.977;7.059;-120.23;-5.202;-1.886;50.0;5.388;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_11/gid_2013_03_11_sfnmlb_texmlb_1/inning/inning_all.xml;17;0-1;NA;0;6-0;501317;Francisco Peguero strikes out swinging.  ;Strikeout;NA;NA;1;R;506433;3;NA;R;3;Y;Francisco Peguero;Yu Darvish
7.329;26.908;-31.927;-14.9;8.8;23.8;Swinging Strike;78.5;NA;NA;NA;NA;4.71;0.11;SL;1.165;1.489;91.930;854.380;85.1;130311_134259;1.5;3.4;S;.877;6.971;-124.521;-3.253;-2.29;50.0;5.477;14;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_11/gid_2013_03_11_sfnmlb_texmlb_1/inning/inning_all.xml;17;0-2;NA;0;6-0;501317;Francisco Peguero strikes out swinging.  ;Strikeout;NA;NA;1;R;506433;3;NA;R;3;Y;Francisco Peguero;Yu Darvish
-11.022;30.465;-10.49;42.7;3.3;23.8;Ball;84.7;NA;547887;NA;NA;-5.95;11.66;FF;-1.717;3.766;206.943;2604.066;92.4;130311_134524;1.5;3.31;B;.719;3.627;-135.517;-2.581;-2.302;50.0;5.466;11;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_11/gid_2013_03_11_sfnmlb_texmlb_1/inning/inning_all.xml;19;0-0;NA;2;5-10;400083;Andres Torres strikes out swinging.  Kensuke Tanaka steals (1) 2nd base.  ;Strikeout;Stolen Base 2B;NA;2;R;506433;3;NA;L;3;Y;Andres Torres;Yu Darvish
-9.652;29.926;-13.222;29.7;3.6;23.8;Foul;85.8;NA;547887;NA;NA;-5.11;10.0;FF;-0.407;2.034;206.988;2260.635;93.3;130311_134548;1.5;3.31;S;.868;6.321;-136.491;-6.06;-2.087;50.0;5.193;7;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_11/gid_2013_03_11_sfnmlb_texmlb_1/inning/inning_all.xml;19;1-0;NA;2;5-10;400083;Andres Torres strikes out swinging.  Kensuke Tanaka steals (1) 2nd base.  ;Strikeout;Stolen Base 2B;NA;2;R;506433;3;NA;L;3;Y;Andres Torres;Yu Darvish
0.964;25.585;-19.676;-5.8;4.6;23.9;Foul (Runner Going);84.3;NA;547887;NA;NA;0.54;6.89;FC;0.23;2.296;175.591;1370.285;90.6;130311_134623;1.5;3.31;S;.902;6.082;-132.715;-4.088;-2.15;50.0;5.27;5;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_11/gid_2013_03_11_sfnmlb_texmlb_1/inning/inning_all.xml;19;1-1;NA;2;5-10;400083;Andres Torres strikes out swinging.  Kensuke Tanaka steals (1) 2nd base.  ;Strikeout;Stolen Base 2B;NA;2;R;506433;3;NA;L;3;Y;Andres Torres;Yu Darvish
12.544;23.449;-30.721;-22.7;8.7;23.9;Foul;78.7;NA;547887;NA;NA;8.03;0.88;SL;-0.087;1.966;96.607;1479.113;84.5;130311_134653;1.5;3.31;S;.868;2.847;-123.86;-1.913;-2.293;50.0;5.304;8;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_11/gid_2013_03_11_sfnmlb_texmlb_1/inning/inning_all.xml;19;1-2;NA;2;5-10;400083;Andres Torres strikes out swinging.  Kensuke Tanaka steals (1) 2nd base.  ;Strikeout;Stolen Base 2B;NA;2;R;506433;3;NA;L;3;Y;Andres Torres;Yu Darvish
-1.231;25.915;-15.389;5.1;3.7;23.8;Pitchout;80.4;0;547887;NA;NA;-0.74;10.04;PO;-2.71;5.286;184.193;1906.771;87.3;130311_134724;1.5;3.31;B;.000;-0.524;-128.053;1.813;-2.407;50.0;5.771;11;http://gd2.mlb.com/components/game/mlb/year_2013/month_03/day_11/gid_2013_03_11_sfnmlb_texmlb_1/inning/inning_all.xml;19;1-2;NA;2;5-10;400083;Andres Torres strikes out swinging.  Kensuke Tanaka steals (1) 2nd base.  ;Strikeout;Stolen Base 2B;NA;2;R;506433;3;NA;L;3;Y;Andres Torres;Yu Darvish
